کارنامه سال,سهمیه,قبولی,رتبه سهمیه زیرگروه ۱,رتبه سهمیه زیرگروه ۲,رتبه سهمیه زیرگروه ۳,رتبه سهمیه زیرگروه ۴,معدل موثر,زبان انگلیسی,مجموعه ریاضیات,دروس تخصصی ۱,دروس تخصصی ۲,دروس تخصصی ۳,دروس تخصصی ۴,رتبه کشور زیرگروه ۱,رتبه کشور زیرگروه ۲,رتبه کشور زیرگروه ۳,رتبه کشور زیرگروه ۴,میانگین درصد ضریب ۱,میانگین درصد ضریب ۲,میانگین درصد ضریب ۳,میانگین درصد ضریب ۴
1404,0,-,"1,359","1,131","1,356","1,314",18.69,32.00,0.00,40.00,13.33,10.00,16.67,"1,543","1,280","1,538","1,489",16.58,18.36,16.13,16.36
1404,0,-,"1,362","1,956","1,309","1,623",16.59,0.00,0.00,10.00,-3.32,38.33,35.00,"1,546","2,245","1,486","1,850",17.67,13.23,17.89,15.11
1404,0,شبکه‌های کامپیوتری تبریز نوبت دوم,"1,364","1,373","1,381","1,265",18.73,73.33,1.67,-3.32,21.67,10.00,18.33,"1,548","1,565","1,565","1,438",15.89,15.23,15.34,16.11
1404,0,-,"1,366","1,234","1,492","1,452",15.67,46.67,3.33,40.00,8.33,6.67,26.67,"1,550","1,404","1,693","1,656",19.00,20.00,17.67,17.78
1404,0,-,"1,368","1,031","1,205","1,105",16.71,41.33,0.00,36.67,30.00,20.00,3.33,"1,552","1,164","1,363","1,250",18.53,21.42,19.64,20.31
1404,0,هوش مصنوعی بوعلی سینا همدان,"1,370","1,163","1,560","1,350",15.89,36.00,0.00,30.00,21.67,0.00,28.33,"1,554","1,317","1,766","1,535",18.29,19.84,16.40,17.84
1404,0,معماری علم و صنعت,"1,386","1,772","1,072","1,312",16.77,0.00,0.00,0.00,10.00,33.33,10.53,"1,592","2,040","1,230","1,511",11.47,9.22,12.99,11.44
1404,0,-,"1,407","2,040","1,529","1,739",17.80,29.33,3.33,0.00,-6.66,21.67,38.33,"1,591","2,341","1,733","1,989",15.62,11.18,14.51,12.62
1404,0,هوش مصنوعی علوم پایه زنجان,"1,423","1,410","1,671","1,403",14.03,34.67,11.67,0.00,28.33,0.00,33.33,"1,610","1,612","1,906","1,592",18.42,18.09,16.20,18.09
1404,0,معماری اصفهان,"1,439","1,694","1,388","1,466",17.39,4.00,3.33,3.33,13.33,28.33,25.00,"1,634","1,940","1,573","1,674",16.15,13.71,16.38,15.38
1404,0,رایانش امن شاهد تهران,"1,442","1,940","1,581","1,669",15.01,8.00,5.00,0.00,8.33,21.67,40.00,"1,637","2,227","1,792","1,903",17.87,14.31,16.64,15.76
1404,0,هوش مصنوعی سمنان,"1,445","1,620","1,384","1,530",18.29,17.33,6.67,16.67,3.33,25.00,21.67,"1,640","1,854","1,568","1,746",15.71,13.93,15.93,14.49
1404,0,هوش مصنوعی علوم پایه زنجان,"1,448","1,279","1,352","1,407",19.72,8.00,8.33,36.67,8.33,16.67,11.67,"1,643","1,454","1,533","1,599",14.65,15.76,14.98,14.42
1404,0,-,"1,463","1,314","1,655","1,659",17.00,52.00,15.00,46.67,-6.66,-3.32,25.00,"1,659","1,493","1,887","1,893",16.36,17.58,14.47,14.25
1404,0,-,"1,463","2,044","1,701","1,800",16.38,0.00,0.00,0.00,5.00,16.67,45.00,"1,559","2,346","1,941","1,958",16.33,12.56,14.45,13.67
1404,0,-,"1,469","1,381","1,412","1,297",15.86,0.00,-1.66,40.00,15.00,25.00,23.33,"1,623","1,630","1,718","1,471",19.33,19.78,19.44,18.78
1404,0,شبکه‌های کامپیوتری بوعلی سینا همدان,"1,475","1,557","1,583","1,409",17.81,20.00,3.33,-10.00,26.67,10.00,26.67,"1,672","1,779","1,795","1,602",14.89,13.56,13.78,14.89
1404,0,-,"1,486","1,445","1,182","1,346",19.24,0.00,3.33,30.00,10.00,40.00,3.33,"1,684","1,652","1,336","1,528",15.33,15.11,17.78,15.78
1404,0,-,"1,494","1,513","1,737","1,644",17.97,25.33,5.00,20.00,6.67,1.67,31.67,"1,695","1,730","1,985","1,876",15.14,14.69,13.14,13.47
1404,0,-,"1,502","1,818","1,541","1,608",16.35,84.00,13.33,-3.32,3.33,15.00,23.33,"1,703","2,087","1,745","1,832",16.82,14.27,16.27,15.49
1404,0,-,"1,506","1,390","1,722","1,592",17.00,0.00,15.00,30.00,10.00,0.00,28.33,"1,707","1,584","1,966","1,815",15.55,16.33,13.67,14.33
1404,0,معماری تبریز,"1,512","1,885","1,461","1,709",17.56,0.00,5.00,16.67,-1.66,30.00,26.67,"1,715","2,165","1,653","1,950",15.67,12.89,15.89,13.78
1404,0,-,"1,523","1,691","1,427","1,443",15.53,46.67,8.33,-3.32,18.33,25.00,18.33,"1,732","1,936","1,615","1,666",17.33,15.45,17.78,17.33
1404,0,-,"1,524","1,606","1,514","1,460",17.00,0.00,1.67,6.67,23.33,23.33,25.00,"1,733","1,838","1,717","1,667",17.11,15.89,17.00,17.00
1404,0,-,"1,536","1,520","1,172","1,340",16.29,4.00,0.00,26.67,16.67,48.33,3.33,"1,746","1,737","1,325","1,520",17.71,17.16,20.71,18.60
1404,0,-,"1,536","1,740","1,771","1,880",17.05,16.00,0.00,26.67,-3.32,10.00,36.67,"1,746","1,990","2,023","2,153",15.74,14.18,13.96,13.07
1404,0,-,"1,539","1,660","1,446","1,588",19.88,0.00,3.33,20.00,3.33,25.00,18.33,"1,749","1,901","1,635","1,811",13.66,12.33,14.11,12.66
1404,0,-,"1,542","1,851","1,816","1,820",17.00,6.67,3.33,10.00,6.67,10.00,40.00,"1,753","2,123","2,076","2,080",16.22,14.00,14.22,14.00
1404,0,هوش مصنوعی علوم پایه زنجان,"1,546","1,358","1,713","1,607",18.29,16.00,6.67,36.67,8.33,0.00,23.33,"1,760","1,545","1,956","1,831",14.73,16.18,13.18,13.73
1404,0,-,"1,546","1,360","1,348","1,333",18.29,40.00,10.00,20.00,18.33,20.00,3.33,"1,760","1,548","1,529","1,510",15.22,16.22,16.33,16.22
1404,0,-,"1,554","2,101","1,378","1,662",17.00,20.00,-1.66,10.00,5.00,43.33,25.00,"1,769","2,411","1,562","1,896",18.78,15.22,20.00,17.44
1404,0,هوش مصنوعی رازی-کرمانشاه,"1,572",928,"1,472","1,224",15.07,18.67,26.67,60.00,28.33,0.00,-5.00,"1,789","1,045","1,669","1,391",17.13,23.36,17.47,19.36
1404,0,-,"1,575","1,197","1,501","1,188",19.31,70.67,13.33,0.00,35.00,0.00,0.00,"1,793","1,358","1,703","1,348",13.49,15.82,13.49,15.82
1404,0,هوش مصنوعی شیراز خودگردان,"1,578","1,606","1,735","1,597",17.00,10.67,5.00,13.33,20.00,11.67,31.67,"1,796","1,838","1,983","1,821",17.93,17.27,16.60,17.16
1404,0,شبکه‌های کامپیوتری صنعتی سهند,"1,592","2,191","1,517","1,729",16.90,14.67,0.00,0.00,5.00,33.33,26.67,"1,816","2,511","1,720","1,977",15.76,12.09,16.20,14.31
1404,0,هوش مصنوعی صنعتی شاهرود,"1,593","1,053","1,457","1,396",20.00,17.33,-1.66,66.67,13.33,8.33,0.00,"1,817","1,188","1,648","1,585",14.16,18.93,14.71,15.04
1404,0,-,"1,616","1,640","1,240","1,329",19.12,34.67,0.00,0.00,21.67,38.33,0.00,"1,844","1,878","1,407","1,506",14.31,13.20,16.87,15.76
1404,0,-,"1,621","1,402","1,566","1,461",17.08,50.67,13.33,20.00,16.67,8.33,10.00,"1,849","1,599","1,773","1,668",15.49,16.71,15.38,15.93
1404,0,-,"1,653","2,035","2,125","1,996",17.16,13.33,0.00,0.00,8.33,0.00,43.33,"1,887","2,336","2,428","2,285",14.11,11.78,11.22,11.78
1404,0,نرم افزار تبریز (سهمیه شاگرد اولی),"1,680","1,796","1,810","1,666",18.81,0.00,0.00,0.00,18.33,10.00,26.67,"1,917","2,059","2,068","1,900",12.78,11.56,11.67,12.22
1404,0,-,"1,685","1,520","1,833","1,771",18.99,58.67,15.00,26.67,0.00,-3.32,16.67,"1,922","1,737","2,095","2,024",13.25,14.14,11.92,12.14
1404,0,-,"1,697","1,468","1,618","1,574",17.81,0.00,3.33,33.33,15.00,15.00,13.33,"1,935","1,677","1,840","1,796",14.44,15.78,14.55,14.55
1404,0,-,"1,697","1,468","1,618","1,574",17.81,0.00,3.33,33.33,15.00,15.00,13.33,"1,935","1,677","1,840","1,796",14.44,15.78,14.55,14.55
1404,0,-,"1,701","1,885","1,837","1,873",16.73,0.00,0.00,16.67,8.33,15.00,30.00,"1,939","2,165","2,165","2,144",14.89,13.56,13.89,13.44
1404,0,-,"1,701","1,885","1,837","1,873",16.73,0.00,0.00,16.67,8.33,15.00,30.00,"1,939","2,165","2,165","2,144",14.89,13.56,13.89,13.44
1404,0,-,"1,711","1,432","1,698","1,653",19.86,62.67,8.33,33.33,3.33,1.67,8.33,"1,952","1,637","1,938","1,886",12.95,14.73,12.51,12.62
1404,0,نرم افزار بیرجند,"1,717","1,950","1,720","1,750",16.75,12.00,8.33,3.33,11.67,18.33,23.33,"1,958","2,239","1,964","2,001",14.58,12.80,14.24,13.80
1404,0,معماری شاهد تهران,"1,725","1,926","1,535","1,824",15.90,4.00,0.00,30.00,1.67,35.00,18.33,"1,967","2,212","1,739","2,085",16.49,15.04,17.60,15.38
1404,0,جرم یابی تربیت مدرس خودگردان,"1,729","1,519","1,700","1,759",18.59,78.67,1.67,20.00,0.00,23.33,6.67,"1,971","1,722","1,939","2,012",14.58,13.91,15.69,14.13
1404,0,-,"1,765","1,834","1,880","1,985",18.73,0.00,5.00,26.67,0.00,10.00,25.00,"2,014","2,105","2,149","2,273",12.89,12.33,11.89,11.22
1404,0,هوش مصنوعی سمنان,"1,769","1,669","1,924","1,835",15.64,0.00,-1.66,26.67,13.33,8.33,26.67,"2,020","1,911","2,203","2,098",14.78,15.11,13.56,13.89
1404,0,معماری تبریز نوبت دوم,"1,772","1,502","1,669","1,688",18.34,6.67,0.00,40.00,10.00,15.00,11.67,"2,026","1,717","1,902","1,924",13.89,15.45,14.11,13.78
1404,0,شبکه‌های کامپیوتری مازندران-بابلسر,"1,776","1,889","1,675","1,795",16.60,0.00,0.00,20.00,10.00,25.00,20.00,"2,031","2,170","1,910","2,052",15.00,14.00,15.33,14.33
1404,0,شبکه‌های کامپیوتری صنعتی سهند,"1,789","1,658","1,971","1,706",17.46,0.00,0.00,10.00,23.33,3.33,25.00,"2,046","1,898","2,255","1,947",13.33,13.67,11.89,13.22
1404,0,اینترنت اشیا چمران اهواز,"1,789","2,363","1,430","1,778",18.88,50.67,-3.32,0.00,0.00,41.67,8.33,"2,044","2,720","1,619","2,031",13.49,10.16,15.71,12.94
1404,0,-,"1,794","2,473","1,473","1,833",16.96,29.33,3.33,0.00,1.67,43.33,13.33,"2,050","2,844","1,672","2,094",14.95,11.29,16.95,14.18
1404,0,هوش مصنوعی علم و فرهنگ تهران,"1,800","2,002","1,999","1,985",17.40,26.67,11.67,6.67,5.00,5.00,26.67,"2,056","2,296","2,288","2,273",13.34,12.00,11.89,11.89
1404,0,رایانش امن شاهد تهران,"1,824","1,718","1,764","1,847",17.00,34.67,18.33,26.67,1.67,11.67,11.67,"2,085","1,968","2,016","2,117",14.09,14.42,14.09,13.42
1404,0,-,"1,824","1,718","1,764","1,847",17.18,34.67,18.33,26.67,1.67,11.67,11.67,"2,085","1,968","2,016","2,117",14.09,14.42,14.09,13.42
1404,0,-,"1,837","2,130","1,370","1,767",16.19,40.00,0.00,23.33,0.00,48.33,3.33,"2,098","2,444","1,554","2,020",16.33,14.44,19.33,16.11
1404,0,-,"1,837","2,130","1,370","1,767",16.19,40.00,0.00,23.33,0.00,48.33,3.33,"2,098","2,444","1,554","2,020",16.33,14.44,19.33,16.11
1404,0,شبکه‌های کامپیوتری باهنر کرمان,"1,843","2,180","1,653","1,795",16.94,48.00,0.00,0.00,10.00,26.67,15.00,"2,105","2,499","1,884","2,052",14.53,12.42,15.31,14.20
1404,0,بیوانفورماتیک زنجان,"1,871","1,525","1,505","1,550",17.36,0.00,0.00,36.67,18.33,30.00,0.00,"2,140","1,743","1,708","1,767",14.56,16.22,16.56,15.78
1404,0,جرم یابی دیجیتال تربیت مدرس خودگردان,"1,876","1,433","1,990","1,737",14.18,44.00,3.33,40.00,18.33,0.00,16.67,"2,146","1,638","2,278","1,987",16.82,19.60,15.71,16.93
1404,0,-,"1,890","1,626","1,536","1,669",17.15,5.33,13.33,36.67,8.33,28.33,0.00,"2,163","1,861","1,740","1,903",14.35,15.47,16.24,14.91
1404,0,-,"1,907","2,002","1,783","1,722",16.76,10.67,0.00,0.00,21.67,21.67,16.67,"2,183","2,296","2,036","1,968",13.82,12.71,14.16,14.16
1404,0,-,"1,914","1,666","1,542","1,535",19.55,58.67,0.00,10.00,18.33,23.33,-6.66,"2,191","19,008","1,746","1,751",11.80,12.58,13.80,13.47
1404,0,-,"1,914","1,666","1,542","1,535",19.55,58.67,0.00,10.00,18.33,23.33,-6.66,"2,191","1,908","1,746","1,751",11.80,12.58,13.80,13.47
1404,0,-,"1,934","1,816","1,876","1,795",15.91,0.00,23.33,13.33,15.00,11.67,13.33,"2,215","2,084","2,145","2,052",13.78,14.00,13.67,13.89
1404,0,شبکه‌های کامپیوتری تبریز خودگردان,"1,947","2,155","2,106","2,148",16.56,89.33,6.67,6.67,0.00,3.33,21.67,"2,231","2,472","2,407","2,466",14.18,12.96,12.96,12.73
1404,0,-,"1,949","1,901","1,532","1,662",16.04,0.00,3.33,20.00,16.67,38.33,3.33,"2,233","2,183","1,736","1,896",15.00,14.67,17.33,15.89
1404,0,-,"1,949","1,901","1,532","1,662",16.04,0.00,3.33,20.00,16.67,38.33,3.33,"2,233","2,183","1,736","1,896",15.00,14.67,17.33,15.89
1404,0,رایانش امن شاهد تهران,"1,979","1,559","2,015","1,676",17.38,10.67,6.67,16.67,26.67,1.67,11.67,"2,667","1,782","2,305","1,911",12.60,14.60,11.94,13.60
1404,0,-,"1,979","2,002","1,878","2,022",18.36,60.00,11.67,16.67,-1.66,11.67,10.00,"2,267","2,296","2,147","2,316",12.45,12.00,12.56,11.67
1404,0,-,"1,990","1,694","1,593","1,838",16.93,10.67,6.67,46.67,3.33,30.00,0.00,"2,282","1,940","1,809","2,101",14.49,15.82,16.49,14.71
1404,0,-,"1,999","2,304","2,327","2,276",16.05,73.33,8.33,0.00,3.33,0.00,26.67,"2,292","2,651","2,665","2,613",13.78,12.22,12.00,12.22
1404,0,-,"2,009","2,570","2,424","2,422",17.22,6.67,5.00,-3.32,5.00,5.00,35.00,"2,305","2,951","2,788","2,778",12.00,9.45,10.00,10.00
1404,0,شبکه‌های کامپیوتری یزد,"2,022","2,187","2,133","2,195",18.79,73.33,-1.66,10.00,0.00,5.00,18.33,"2,319","2,506","2,439","2,524",11.89,11.00,11.00,10.67
1404,0,-,"2,026","2,425","2,057","2,244",17.17,30.67,-1.66,6.67,3.33,16.67,23.33,"2,323","2,793","2,354","2,577",12.93,10.93,12.49,11.60
1404,0,هوش مصنوعی پردیس تبریز,"2,042","1,599","1,975","1,843",18.57,60.00,11.67,26.67,10.00,0.00,3.33,"2,342","1,827","2,260","2,111",12.00,14.22,11.78,12.44
1404,0,هوش مصنوعی صنعتی شاهرود,"2,060","2,242","2,223","2,146",17.37,73.33,3.33,0.00,6.67,3.33,20.00,"2,362","2,577","2,541","2,464",12.67,11.56,11.55,11.78
1404,0,نرم افزار ازاد واحد علوم و تحقیقات,"2,067","2,261","2,439","2,223",19.48,0.00,0.00,0.00,11.67,0.00,28.33,"2,371","2,597","2,806","2,556",9.89,8.78,8.00,8.78
1404,0,هوش مصنوعی صنعتی شاهرود نوبت دوم,"2,084","2,082","2,208","2,183",17.12,0.00,5.00,20.00,8.33,8.33,21.67,"2,391","2,388","2,524","2,508",12.44,12.33,11.55,11.55
1404,0,نرم افزار تربیت مدرس خودگردان,"2,095","2,231","1,853","1,893",17.99,46.67,0.00,0.00,13.33,21.67,8.33,"2,403","2,563","2,118","2,168",12.33,11.22,13.22,12.67
1404,0,-,"2,114","2,106","1,723","1,938",16.72,70.67,10.00,16.67,3.33,25.00,0.00,"2,427","2,416","1,968","2,222",13.93,13.60,15.60,14.16
1404,0,-,"2,115","1,975","1,940","1,893",17.00,18.67,0.00,13.33,16.67,16.67,10.00,"2,429","2,264","2,222","2,168",12.36,12.58,12.80,12.80
1404,0,-,"2,115","1,975","1,940","1,893",17.00,18.67,0.00,13.33,16.67,16.67,10.00,"2,429","2,264","2,222","2,168",12.36,12.58,12.80,12.80
1404,0,نرم افزار علم و فرهنگ تهران غیر انتفاعی,"2,120","2,710","2,232","2,450",18.61,26.67,0.00,0.00,0.00,13.33,25.00,"2,435","3,104","2,553","2,811",11.11,8.56,10.33,9.44
1404,0,-,"2,127","1,644","1,769","1,763",16.23,40.00,-1.66,18.33,21.67,0.00,18.62,"1,438","1,563","1,546","1,832",14.19,15.61,12.95,14.39
1404,0,-,"2,161","1,909","2,291","2,271",17.04,54.67,6.67,30.00,1.67,0.00,15.00,"2,487","2,192","2,624","2,608",12.87,13.98,11.87,11.98
1404,0,-,"2,183","2,226","1,741","2,051",18.97,40.00,5.00,20.00,0.00,28.33,0.00,"2,510","2,557","1,989","2,351",11.67,11.11,13.55,11.67
1404,0,-,"2,187","2,391","2,743","2,538",15.23,0.00,3.33,10.00,10.00,0.00,35.00,"2,515","2,754","3,152","2,914",13.11,12.11,10.78,11.44
1404,0,-,"2,191","1,901","2,018","2,065",16.66,40.00,1.67,30.00,8.33,13.33,8.33,"2,520","2,183","2,309","2,365",13.44,14.55,13.78,13.44
1404,0,-,"2,197","4,848","5,242","5,223",16.54,28.00,15.00,6.67,0.00,-1.66,5.00,"6,008","5,600","6,059","6,046",5.76,5.98,5.31,5.42
1404,0,هوش مصنوعی قم,"2,198","1,806","2,174","2,020",16.94,0.00,0.00,30.00,16.67,8.33,13.33,"2,528","2,071","2,484","2,314",12.55,14.22,12.22,12.78
1404,0,-,"2,244","2,197","2,297","2,269",17.79,17.33,13.33,13.33,6.67,5.00,15.00,"2,583","2,520","2,630","2,604",11.04,11.04,10.38,10.49
1404,0,شبکه‌های کامپیوتری غیر انتفاعی سجاد مشهد,"2,254","3,187","2,446","2,895",17.26,6.67,0.00,0.00,-3.32,10.00,35.00,"2,594","3,663","3,035","3,331",11.11,7.89,9.45,8.56
1404,0,هوش مصنوعی کاشان,"2,271","2,267","1,774","2,128",16.82,14.67,15.00,26.67,0.00,31.67,0.00,"2,611","2,606","2,026","2,439",12.87,12.53,14.98,12.87
1404,0,-,"2,289","3,048","2,729","2,831",18.34,10.67,0.00,-3.32,0.00,5.00,33.33,"2,631","3,510","3,132","3,260",10.16,7.38,8.27,7.93
1404,0,-,"2,306","2,460","2,450","2,654",17.00,12.00,1.66,23.33,-1.66,10.00,23.33,"2,650","2,831","2,819","3,048",12.02,11.24,11.13,10.36
1404,0,-,"2,306","2,460","2,450","2,654",17.00,12.00,1.66,23.33,-1.66,10.00,23.33,"2,650","2,831","2,819","3,048",12.02,11.24,11.13,10.36
1404,0,-,"2,306","2,887","2,932","2,854",17.24,6.67,0.00,0.00,3.33,0.00,36.67,"2,650","3,321","3,369","3,284",10.89,8.67,8.44,8.67
1404,0,-,"2,323","2,391","2,460","2,450",16.84,46.67,5.00,10.00,5.00,5.00,18.33,"2,670","2,754","2,830","2,811",12.00,11.44,11.11,11.11
1404,0,-,"2,326","2,276","2,193","2,328",14.03,13.33,0.00,26.67,10.00,20.00,16.67,"2,673","2,615","2,505","2,673",14.89,14.89,15.11,14.45
1404,0,-,"2,331","2,936","2,658","2,742",16.36,25.33,0.00,0.00,3.33,8.33,30.00,"2,678","3,379","3,047","3,155",12.02,9.69,10.58,10.24
1404,0,رایانش امن شاهد تهران نوبت دوم,"2,337","2,391","2,778","2,797",16.62,4.00,13.33,23.33,-3.32,-1.66,26.67,"2,694","2,754","3,192","3,220",11.27,10.94,9.38,9.27
1404,0,شبکه‌های کامپیوتری صنعتی سهند,"2,352","2,231","2,533","2,613",18.76,25.33,-1.66,30.00,-1.66,3.33,18.33,"2,706","2,563","2,908","2,997",10.69,11.13,9.69,9.36
1404,0,نرم افزار بوعلی سینا همدان نوبت دوم,"2,372","2,323","2,833","2,616",15.35,8.00,0.00,20.00,10.00,0.00,28.33,"2,732","2,671","3,252","3,000",12.75,12.87,10.87,11.53
1404,0,-,"2,390","2,091","2,612","2,192",18.02,12.00,0.00,10.00,20.00,-1.66,16.67,"2,750","2,399","2,997","2,521",10.25,11.25,9.02,10.47
1404,0,-,"2,394","2,535","2,141","2,425",14.36,4.00,5.00,30.00,3.33,33.33,41.67,"2,755","2,911","2,447","2,781",23.38,20.60,22.82,20.82
1404,0,-,"2,394","2,535","2,141","2,425",17.30,22.67,0.00,16.67,3.33,21.67,11.67,"2,755","2,911","2,447","2,781",11.85,10.96,12.51,11.29
1404,0,هوش مصنوعی علم و فناوری بهشهر,"2,444","2,249","2,570","2,549",13.71,30.67,0.00,30.00,8.33,8.33,20.00,"2,810","2,585","2,951","2,926",14.71,15.38,13.93,13.93
1404,0,-,"2,447","2,932","1,840","2,247",17.79,46.67,3.33,0.00,3.33,36.67,0.00,"2,814","3,375","2,102","2,582",11.56,9.33,14.00,11.78
1404,0,-,"2,471","3,210","2,337","2,716",15.27,78.67,0.00,0.00,-1.66,20.00,16.67,"2,854","3,690","2,677","3,121",13.36,10.80,13.58,12.14
1404,0,نرم افزار صنعتی قم,"2,472","2,549","2,187","2,309",14.76,0.00,10.00,10.00,13.33,23.33,11.67,"2,841","2,929","2,499","2,653",13.11,12.33,13.89,13.22
1404,0,-,"2,477","2,421","2,434","2,683",17.60,0.00,0.00,30.00,0.00,13.33,16.67,"2,849","2,789","2,801","3,084",11.11,11.11,10.89,10.00
1404,0,-,"2,506","2,140","2,901","2,966",16.21,5.33,0.00,50.00,-5.00,-1.66,23.33,"2,882","2,454","3,334","3,412",11.91,13.47,10.25,10.02
1404,0,-,"2,524","2,559","2,080","2,442",17.58,18.67,5.00,20.00,1.67,25.00,5.00,"2,903","2,939","2,378","2,800",11.25,10.69,12.58,11.02
1404,0,رایانش امن انقلاب اسلامی تهران,"2,537","3,296","2,589","2,864",16.10,29.33,0.00,0.00,1.67,16.67,23.33,"2,919","3,804","2,971","3,296",11.84,9.29,11.40,10.40
1404,0,-,"2,554","2,456","2,810","2,864",16.41,16.00,10.00,26.67,-1.66,1.67,20.00,"2,937","2,827","3,226","3,296",11.29,11.51,10.07,9.85
1404,0,-,"2,594","2,163","2,263","2,102",15.75,28.00,10.00,13.33,20.00,13.33,1.67,"2,980","2,481","2,591","2,408",12.09,13.31,12.87,13.31
1404,0,-,"2,642","2,180","2,181","2,309",14.87,0.00,1.67,36.67,13.33,23.33,3.33,"3,037","2,499","2,492","2,653",13.33,14.89,14.67,14.00
1404,0,-,"2,701","2,054","2,424","2,358",19.08,20.00,10.00,30.00,8.33,5.00,-1.66,"3,103","2,356","2,788","2,705",8.89,11.22,9.33,9.56
1404,0,هوش مصنوعی بهشهر,"2,762","2,899","3,475","3,279",15.31,0.00,0.00,16.67,5.00,-1.66,31.67,"3,170","3,334","4,006","3,783",11.34,10.78,9.11,9.56
1404,0,-,"2,792","2,014","2,457","2,207",18.61,0.00,0.00,26.67,20.00,8.33,0.00,"3,205","2,309","2,827","2,540",9.22,11.78,9.78,10.56
1404,0,-,"2,844","2,793","3,016","2,639",17.00,0.00,0.00,0.00,21.67,6.67,20.00,"3,263","3,204","3,460","3,027",11.00,10.67,10.11,11.11
1404,0,-,"2,855","3,866","3,008","3,540",17.00,12.00,0.00,3.33,-8.32,13.33,25.00,"3,274","4,458","3,450","4,078",8.91,6.02,8.13,6.69
1404,0,-,"2,859","3,083","3,313","3,056",17.31,8.00,0.00,0.00,10.00,0.00,25.00,"3,278","3,552","3,819","3,515",9.20,8.20,7.53,8.20
1404,0,-,"2,867","3,001","2,861","2,755",17.67,0.00,0.00,0.00,13.33,10.00,16.67,"3,287","3,449","3,284","3,170",9.11,8.22,8.67,8.89
1404,0,-,"2,870","2,465","2,529","2,652",17.12,0.00,-3.32,30.00,8.33,16.67,6.67,"3,290","2,836","2,904","3,044",10.34,11.34,11.00,10.45
1404,0,-,"2,877","3,740","2,589","3,073",17.56,16.00,0.00,0.00,0.00,23.33,15.00,"3,298","4,307","2,971","3,539",9.73,7.18,10.29,8.73
1404,0,بیوانفورماتیک بهشهر,"2,934","3,366","3,232","3,289",16.74,25.33,-1.66,3.33,3.33,5.00,23.33,"3,367","3,886","3,721","3,794",9.80,8.35,8.58,8.47
1404,0,هوش مصنوعی صنعتی اصفهان مجازی,"2,958","2,534","2,652","2,654",16.24,42.67,0.00,20.00,10.00,11.67,5.00,"3,395","2,910","3,041","3,048",11.18,12.07,11.62,11.51
1404,0,نرم افزار زنجان,"2,965","2,728","3,022","2,700",16.19,82.67,0.00,0.00,13.33,0.00,10.00,"3,403","3,124","3,470","3,104",10.84,11.07,10.18,11.07
1404,0,-,"3,024","3,293","3,284","3,132",15.87,25.33,-1.66,0.00,10.00,5.00,21.67,"3,468","3,801","3,783","3,609",10.25,9.13,9.13,9.47
1404,0,-,"3,043","2,512","2,851","2,820",19.67,96.00,0.00,16.67,0.00,-1.66,0.00,"3,489","2,888","3,274","3,247",8.29,9.51,8.18,8.29
1404,0,-,"3,059","3,172","3,111","3,113",18.13,100.00,-1.66,0.00,0.00,0.00,10.00,"3,509","3,647","3,571","3,586",9.11,8.45,8.45,8.45
1404,0,-,"3,059","3,182","3,111","3,113",18.13,100.00,-1.66,0.00,0.00,0.00,10.00,"3,509","3,647","3,571","3,586",9.11,8.45,8.45,8.45
1404,0,-,"3,166","1,762","3,013","2,266",15.45,0.00,-1.66,40.00,31.67,-3.32,0.00,"3,636","2,016","3,455","2,601",10.78,15.78,10.56,12.89
1404,0,علم داده صنعتی همدان,"3,248","3,076","3,488","3,050",18.68,0.00,0.00,0.00,15.00,0.00,15.00,"3,736","3,543","4,022","3,508",7.00,7.00,6.00,7.00
1404,0,-,"3,253","3,119","3,174","3,528",16.11,0.00,-1.66,30.00,0.00,11.67,15.00,"3,741","3,589","3,652","4,062",10.11,10.33,9.89,9.11
1404,0,-,"3,290","3,113","2,792","2,709",18.13,0.00,0.00,0.00,18.33,16.67,3.33,"3,781","3,583","3,208","3,113",7.89,7.78,8.78,8.89
1404,0,-,"3,340","3,825","3,611","3,754",18.81,20.00,8.33,0.00,-3.32,1.67,16.67,"3,843","4,412","4,162","4,327",6.56,5.12,5.56,5.23
1404,0,-,"3,355","2,930","2,994","2,994",16.55,46.67,5.00,26.67,-1.66,10.00,3.33,"3,862","3,371","3,436","3,436",9.89,10.67,10.33,9.56
1404,0,هوش مصنوعی ازاد کرج,"3,382","4,331","4,240","4,284",17.00,48.00,5.00,0.00,0.00,0.00,30.00,"3,896","4,997","4,893","4,953",11.87,9.87,9.87,9.87
1404,0,-,"3,418","2,825","3,408","2,700",15.11,14.67,6.67,-3.32,28.33,1.67,8.33,"3,938","3,244","3,928","3,104",9.65,10.65,9.20,10.98
1404,0,-,"3,448","2,610","3,254","3,202",18.77,81.33,0.00,26.67,0.00,-3.32,-1.66,"3,979","2,995","3,748","3,690",7.87,9.98,7.76,7.98
1404,0,-,"3,515","4,029","2,768","3,152",18.50,18.67,-1.66,-3.32,6.67,25.00,1.67,"4,059","4,644","3,181","3,630",7.36,5.81,8.92,7.69
1404,0,-,"3,549","4,838","3,876","4,320",14.16,25.33,0.00,0.00,0.00,11.67,25.00,"4,096","5,588","4,474","4,993",10.69,8.24,9.80,9.02
