کارنامه سال,سهمیه,قبولی,رتبه سهمیه زیرگروه ۱,رتبه سهمیه زیرگروه ۲,رتبه سهمیه زیرگروه ۳,رتبه سهمیه زیرگروه ۴,معدل موثر,زبان انگلیسی,مجموعه ریاضیات,دروس تخصصی ۱,دروس تخصصی ۲,دروس تخصصی ۳,دروس تخصصی ۴,رتبه کشور زیرگروه ۱,رتبه کشور زیرگروه ۲,رتبه کشور زیرگروه ۳,رتبه کشور زیرگروه ۴,میانگین درصد ضریب ۱,میانگین درصد ضریب ۲,میانگین درصد ضریب ۳,میانگین درصد ضریب ۴
1404,0,معماری علم و صنعت,451,480,385,427,18.99,84.00,20.00,20.00,23.33,41.67,20.00,487,521,414,460,29.27,28.04,30.71,29.49
1404,0,-,451,576,416,570,19.21,52.00,0.00,0.00,51.67,38.33,41.00,529,387,522,602,132.67,105.76,107.42,108.31
1404,0,هوش مصنوعی فردوسی مشهد,455,507,533,554,17.60,100.00,0.00,40.00,8.33,23.33,46.67,492,552,581,605,30.78,29.33,29.22,28.22
1404,0,نرم افزار خوارزمی,460,436,494,441,16.80,12.00,5.00,36.67,40.00,28.33,38.33,497,469,539,475,30.24,30.91,29.58,30.35
1404,0,هوش مصنوعی خوارزمی,463,492,400,478,16.46,0.00,0.00,53.33,21.67,56.67,33.33,500,534,432,522,31.67,30.67,33.22,30.89
1404,0,هوش مصنوعی گیلان-رشت نوبت دوم,465,414,480,424,17.37,94.67,23.33,26.67,33.33,20.00,23.33,502,445,521,456,29.87,30.98,29.64,30.53
1404,0,-,466,532,434,519,16.48,54.67,0.00,46.67,13.33,50.00,35.00,503,579,469,567,31.87,30.20,32.87,30.42
1404,0,نرم افزار خوارزمی,471,542,625,607,17.21,0.00,0.00,40.00,18.33,16.67,63.33,510,590,689,663,29.22,27.78,26.11,26.22
1404,0,-,472,472,523,457,15.58,36.00,20.00,20.00,30.00,41.67,33.33,511,511,549,497,30.96,29.29,31.51,30.73
1404,0,هوش مصنوعی خوارزمی,473,399,428,460,19.18,61.33,55.00,56.67,6.67,25.00,10.00,513,429,463,497,27.98,29.87,28.98,27.76
1404,0,شبکه‌های کامپیوتری خواجه نصیر نوبت دوم,482,502,530,515,17.09,0.00,0.00,36.67,30.00,33.33,45.00,525,545,578,563,29.56,28.78,28.78,28.56
1404,0,-,483,360,622,444,18.33,0.00,0.00,36.67,53.33,0.00,45.00,526,387,686,478,27.56,30.56,24.56,28.11
1404,0,-,484,663,500,577,16.66,61.33,23.33,13.33,8.33,40.00,41.67,527,729,545,629,29.75,25.75,29.64,27.53
1404,0,شبکه‌های کامپیوتری خواجه نصیر نوبت دوم,488,500,416,471,18.26,8.00,13.13,43.33,21.67,51.67,23.33,533,543,449,515,28.95,28.28,30.84,28.84
1404,0,-,491,416,525,431,14.86,18.67,33.33,30.00,45.00,20.00,28.33,536,447,572,464,30.24,32.02,29.69,31.35
1404,0,هوش مصنوعی شهید بهشتی,500,368,483,404,18.98,56.00,13.33,36.67,45.00,21.67,15.00,549,396,524,436,27.73,30.73,28.18,29.73
1404,0,معماری شهید بهشتی,501,428,432,409,19.74,40.00,1.67,36.67,41.67,40.00,13.33,550,460,467,441,27.67,29.33,29.45,29.56
1404,0,-,511,504,520,520,17.29,24.00,0.00,40.00,28.33,36.67,35.00,561,548,567,568,29.27,29.04,29.38,28.82
1404,0,هوش مصنوعی علم و صنعت,512,379,454,471,18.85,0.00,-1.66,86.67,23.33,40.00,18.33,562,407,493,515,28.89,32.33,30.33,29.22
1404,0,هوش مصنوعی فردوسی مشهد,512,463,511,498,18.07,45.33,11.67,46.67,25.00,28.33,26.67,562,502,558,544,28.58,29.69,28.69,28.47
1404,0,نرم افزار رازی کرمانشاه,515,461,546,463,15.73,60.00,-1.66,30.00,43.33,25.00,33.33,565,500,597,501,30.33,31.33,29.78,31.00
1404,0,-,516,711,405,527,16.60,16.00,15.00,10.00,18.33,70.00,28.33,566,787,437,575,29.62,24.95,32.40,28.95
1404,0,-,517,734,580,609,17.07,0.00,0.00,0.00,25.00,40.00,56.67,567,815,635,667,28.11,23.33,27.00,26.00
1404,0,-,518,543,458,202,18.27,0.00,0.00,40.00,26.67,51.67,28.33,568,592,498,548,28.56,27.67,30.11,28.45
1404,0,-,518,543,459,502,18.27,0.00,0.00,40.00,26.67,51.67,28.33,568,592,498,548,28.56,27.67,30.11,28.45
1404,0,-,519,639,648,674,18.41,45.33,-3.32,40.00,5.00,18.33,56.67,569,689,715,743,27.69,25.69,25.13,24.25
1404,0,-,529,357,572,498,17.65,0.00,10.00,76.67,31.67,15.00,28.33,581,384,627,544,28.44,32.78,27.56,28.67
1404,0,هوش مصنوعی فردوسی مشهد,534,430,563,483,16.78,0.00,18.33,50.00,38.33,20.00,28.33,587,462,616,528,28.33,31.00,27.78,29.00
1404,0,هوش مصنوعی مال اشتر,534,643,511,564,17.74,0.00,5.00,26.67,21.67,48.33,36.67,587,705,558,616,28.00,25.56,28.78,27.00
1404,0,جرم یابی دیجیتال تربیت مدرس,537,513,612,582,18.22,48.00,10.00,40.00,20.00,16.67,38.33,590,559,672,636,27.42,27.76,25.98,26.20
1404,0,-,540,634,514,573,17.00,10.67,8.33,33.33,18.33,46.67,33.33,593,693,561,625,28.15,26.26,29.04,27.15
1404,0,هوش مصنوعی صنعتی اصفهان نوبت دوم,544,424,540,465,19.40,0.00,0.00,53.33,40.00,26.67,23.33,597,456,589,504,26.67,29.55,26.89,27.78
1404,0,-,544,424,540,465,19.40,0.00,0.00,53.33,40.00,26.67,23.33,597,456,589,504,26.67,29.55,26.89,27.78
1404,0,-,551,513,653,534,19.77,69.33,26.67,6.67,31.67,1.67,33.33,605,559,720,583,24.62,24.85,22.51,24.51
1404,0,هوش مصنوعی گیلان,555,549,558,539,14.93,0.00,0.00,40.00,35.00,38.33,38.33,609,600,610,589,30.22,30.11,30.22,30.00
1404,0,نرم افزار خوارزمی,556,481,595,481,17.00,0.00,8.33,23.33,48.33,20.00,33.33,610,522,651,525,26.78,28.00,25.89,27.78
1404,0,-,557,479,500,506,17.82,28.00,15.00,50.00,26.67,36.67,18.33,611,520,545,553,28.09,29.53,29.31,28.65
1404,0,-,560,393,409,394,15.43,82.67,0.00,50.00,48.33,48.33,0.00,614,424,442,425,31.51,34.84,34.73,34.73
1404,0,-,560,394,409,394,15.43,82.67,0.00,50.00,48.33,48.33,0.00,614,424,442,425,31.51,34.84,34.73,34.73
1404,0,معماری شهید بهشتی,564,564,467,501,15.54,0.00,0.00,40.00,35.00,58.33,23.33,619,617,508,547,30.22,29.78,32.55,31.00
1404,0,-,568,624,633,634,16.61,57.33,0.00,36.67,15.00,23.33,43.33,623,680,698,699,27.93,26.93,26.60,26.04
1404,0,هوش مصنوعی ازاد واحد علوم و تحقیقات,576,681,619,619,15.36,64.00,0.00,13.33,25.00,31.67,45.00,632,752,683,680,29.38,26.82,28.49,28.04
1404,0,هوش مصنوعی خوارزمی,579,610,587,594,18.67,76.00,-1.66,30.00,20.00,28.33,31.67,636,666,642,649,26.96,26.29,26.73,26.18
1404,0,-,582,596,557,613,18.44,54.67,35.00,40.00,6.67,28.33,21.67,639,652,609,673,26.42,26.20,26.87,25.42
1404,0,نرم افزار تبریز,583,646,569,624,17.16,54.67,0.00,36.67,15.00,40.00,33.33,641,709,623,686,28.42,26.98,28.87,27.20
1404,0,-,586,629,492,492,19.48,94.67,0.00,3.33,33.33,43.33,16.67,632,687,537,538,26.53,24.98,28.31,27.64
1404,0,هوش مصنوعی الزهرا,587,637,470,586,17.95,38.67,0.00,50.00,11.67,60.00,18.33,646,697,511,641,28.47,27.36,31.24,28.02
1404,0,هوش مصنوعی صنعتی اصفهان نوبت دوم,588,635,645,678,17.73,16.00,0.00,50.00,11.67,28.33,43.33,647,694,712,747,27.29,26.62,26.29,25.18
1404,0,هوش مصنوعی اصفهان,590,644,497,540,18.97,64.00,0.00,2.00,25.00,50.00,18.33,649,706,542,590,0.00,0.00,0.00,0.00
1404,0,هوش مصنوعی مالک اشتر,604,684,584,658,19.25,0.00,5.00,36.67,11.67,41.67,35.00,664,755,639,725,25.56,23.67,26.00,24.00
1404,0,هوش مصنوعی الزهرا,613,567,616,578,16.18,0.00,0.00,40.00,36.67,31.67,33.33,675,620,680,632,27.89,28.67,27.78,28.11
1404,0,معماری تربیت مدرس,615,741,522,639,18.79,78.67,18.33,23.33,3.33,50.00,18.33,677,822,569,704,26.35,23.58,28.46,25.35
1404,0,-,616,576,601,608,18.83,70.67,11.67,40.00,18.33,25.00,21.67,678,632,660,666,26.05,26.82,26.27,25.82
1404,0,-,619,430,591,493,18.01,72.00,5.00,50.00,41.67,16.67,11.67,683,462,646,539,26.91,31.14,27.25,28.91
1404,0,-,626,626,628,629,18.96,0.00,10.00,40.00,21.67,30.00,30.00,693,684,692,693,25.00,25.11,25.00,24.45
1404,0,هوش مصنوعی تربیت مدرس,630,704,576,675,16.35,41.33,13.33,40.00,8.33,46.67,26.67,698,779,631,744,27.98,26.31,29.31,26.76
1404,0,هوش مصنوعی صنعتی مالک اشتر,632,653,650,785,18.76,16.00,0.00,46.67,13.33,31.67,35.00,700,716,717,755,25.62,25.18,25.40,24.18
1404,0,هوش مصنوعی الزهرا,636,547,663,615,17.00,9.33,0.00,50.00,28.33,23.33,28.33,704,596,730,676,25.18,26.95,24.84,25.18
1404,0,-,639,531,558,544,17.57,0.00,0.00,50.00,36.67,41.67,16.67,707,578,610,594,26.78,28.67,28.45,28.11
1404,0,نرم افزار فردوسی مشهد,643,616,656,650,17.95,1.33,10.00,50.00,20.00,28.33,30.00,712,672,723,717,25.75,26.53,25.64,25.09
1404,0,رایانش امن مالک اشتر,644,842,770,785,15.63,10.67,0.00,16.67,16.67,28.33,56.67,713,942,854,872,27.05,23.60,25.16,24.38
1404,0,-,645,483,726,615,19.57,53.33,21.67,46.67,26.67,-1.66,23.33,708,519,797,668,23.89,27.34,22.22,24.11
1404,0,رایانش امن مالک اشتر,647,831,636,754,15.91,82.67,3.33,26.67,3.33,41.67,36.67,717,926,703,839,28.29,25.07,28.62,26.07
1404,0,هوش مصنوعی تبریز,666,803,771,797,17.47,45.33,0.00,23.33,10.00,23.33,48.33,737,896,855,888,25.69,23.13,24.02,23.13
1404,0,نرم افزار الزهرا,676,676,764,734,19.32,25.33,0.00,40.00,15.00,16.67,40.00,748,745,847,816,24.02,23.91,22.47,22.36
1404,0,هوش مصنوعی تهران,680,667,756,790,17.00,0.00,3.33,63.33,8.33,23.33,41.67,753,733,838,881,26.33,26.78,25.11,24.11
1404,0,-,682,539,783,654,16.36,0.00,0.00,56.67,35.00,11.67,35.00,767,587,867,721,26.22,29.22,24.67,26.22
1404,0,-,682,605,737,646,15.35,84.00,0.00,36.67,31.67,15.00,30.00,755,661,818,711,27.82,29.38,26.82,27.93
1404,0,نرم افزار الزهرا,685,719,726,788,18.26,0.00,0.00,50.00,8.33,30.00,40.00,759,798,804,877,25.00,24.22,24.33,22.89
1404,0,-,687,692,835,730,16.13,56.00,0.00,26.67,25.00,10.00,45.00,761,763,929,812,26.29,26.07,23.96,24.96
1404,0,-,687,725,817,760,17.97,4.00,13.33,73.33,20.00,13.33,45.00,761,806,909,846,30.49,32.82,28.38,28.82
1404,0,هوش مصنوعی ازاد واحد علوم و تحقیقات,693,856,843,802,19.23,61.33,5.00,0.00,15.00,11.67,48.33,768,957,938,894,22.98,19.98,20.53,20.76
1404,0,معماری تربیت مدرس,699,729,434,673,14.66,29.33,0.00,76.67,0.00,88.33,3.33,774,810,469,742,30.73,29.73,36.40,30.51
1404,0,شبکه‌های کامپیوتری اصفهان,712,807,883,883,16.22,10.67,3.33,30.00,13.33,15.00,55.00,789,899,899,989,25.49,23.71,22.82,22.71
1404,0,نرم افزار علم و صنعت خودگردان,720,611,715,671,17.21,53.33,-3.32,50.00,26.67,21.67,23.33,798,667,791,739,25.67,27.78,25.56,25.89
1404,0,-,728,701,918,783,17.83,56.00,0.00,23.33,25.00,0.00,45.00,807,773,"1,034",870,23.84,24.07,20.84,22.51
1404,0,-,730,872,726,854,15.70,28.00,5.00,40.00,3.33,40.00,38.33,809,974,804,957,26.75,24.42,26.87,24.42
1404,0,هوش مصنوعی یزد,732,682,678,663,16.49,14.67,3.33,33.33,31.67,36.67,23.33,812,753,748,730,25.76,26.09,26.64,26.31
1404,0,-,733,857,686,769,17.53,0.00,0.00,26.67,16.67,45.00,33.33,813,958,760,855,24.78,22.45,25.56,23.67
1404,0,-,747,792,710,715,16.51,0.00,18.33,20.00,23.33,35.00,30.00,818,882,786,796,24.78,23.33,25.11,24.33
1404,0,شبکه‌های کامپیوتری دانشگاه اصفهان نوبت دوم,749,802,888,813,16.51,49.33,0.00,16.67,23.33,13.33,45.00,832,893,996,906,24.84,23.62,22.73,23.40
1404,0,هوش مصنوعی الزهرا,772,652,773,688,18.35,0.00,0.00,40.00,33.33,23.33,25.00,859,715,857,761,23.33,25.00,23.22,23.89
1404,0,رایانش امن شهید بهشتی خودگردان,774,848,913,840,15.89,82.67,5.00,10.00,20.00,10.00,43.33,861,949,"1,028",938,25.07,23.51,22.84,23.51
1404,0,معماری شهید بهشتی خودگردان,774,"1,044",621,856,19.46,8.00,0.00,26.67,-3.32,65.00,25.00,861,"1,178",685,961,23.09,18.65,25.76,21.20
1404,0,-,783,905,893,868,16.24,44.00,1.67,13.33,18.33,20.00,45.00,870,"1,017","1,005",975,24.60,22.38,22.93,22.82
1404,0,هوش مصنوعی خوارزمی,786,785,695,728,19.61,0.00,1.67,30.00,21.67,40.00,21.67,873,874,771,810,22.34,21.67,23.56,22.34
1404,0,-,792,814,684,774,17.83,0.00,0.00,40.00,16.67,46.67,23.33,879,906,757,860,24.22,23.33,25.78,23.78
1404,0,-,793,754,764,809,18.16,2.67,21.67,43.33,10.00,26.67,23.33,880,838,847,902,22.40,22.62,22.62,21.51
1404,0,-,799,879,759,813,16.82,6.67,0.00,26.67,20.00,40.00,31.67,888,983,842,906,24.45,22.78,25.00,23.67
1404,0,علم داده ها شیراز,801,743,967,850,16.31,0.00,0.00,36.67,26.67,6.67,46.67,890,824,"1,092",950,24.00,24.67,21.34,22.67
1404,0,-,804,724,681,681,17.99,94.67,30.00,40.00,5.00,30.00,5.00,893,805,805,753,23.98,24.64,25.64,23.98
1404,0,هوش مصنوعی الزهرا نوبت دوم,808,748,868,835,16.82,85.33,-1.66,40.00,15.00,15.00,30.00,898,830,967,933,24.80,25.47,23.80,23.80
1404,0,الگوریتم غیرانتفاعی خاتم,811,756,816,804,18.40,46.67,16.67,33.33,15.00,18.33,23.33,901,840,907,896,22.67,23.11,22.33,22.11
1404,0,هوش مصنوعی ازاد واحد تهران مرکزی,814,878,832,908,19.54,2.67,18.33,36.67,1.67,25.00,31.67,904,981,926,"1,018",21.29,20.07,20.85,19.29
1404,0,هوش مصنوعی صنعتی اصفهان,816,566,863,757,16.31,0.00,10.00,76.67,25.00,10.00,23.33,906,619,960,843,24.78,29.33,23.89,24.89
1404,0,هوش مصنوعی ازاد واحد علوم و تحقیقات,817,763,"1,001",755,16.92,0.00,8.33,0.00,46.67,0.00,43.33,907,847,"1,129",840,22.00,22.22,19.11,22.22
1404,0,-,827,761,787,828,15.81,64.00,3.33,50.00,13.33,30.00,21.67,920,845,872,924,25.82,26.60,26.38,25.27
1404,0,-,833,810,738,752,17.33,0.00,-1.66,30.00,28.33,41.67,21.67,926,902,819,837,23.56,23.22,24.89,24.00
1404,0,-,835,912,848,851,16.80,0.00,5.00,20.00,21.67,31.67,35.00,929,"1,026",943,954,23.33,21.67,23.11,22.45
1404,0,هوش مصنوعی تبریز نوبت دوم,848,963,824,899,19.38,57.33,-3.32,20.00,8.33,31.67,28.33,944,"1,082",917,"1,008",21.60,19.49,21.82,20.27
1404,0,-,853,869,915,930,18.86,36.00,0.00,36.67,10.00,18.33,33.33,953,971,"1,031","1,045",21.84,21.51,20.84,20.29
1404,0,شبکه‌های کامپیوتری فردوسی مشهد,858,"1,269",789,988,17.08,70.67,5.00,0.00,-1.66,50.00,31.67,958,"1,443",874,"1,112",23.49,17.94,24.71,21.27
1404,0,-,876,"1,078",906,967,15.37,0.00,0.00,16.67,16.67,36.67,41.67,982,"1,217","1,020","1,089",24.00,21.00,23.67,22.34
1404,0,-,876,"1,078",906,967,15.37,0.00,0.00,16.67,16.67,36.67,41.67,982,"1,217","1,020","1,089",24.00,21.00,23.67,22.34
1404,0,-,882,838,915,832,20.00,46.67,35.00,6.67,20.00,6.67,18.33,988,937,"1,031",929,18.89,19.00,18.11,19.00
1404,0,-,897,"1,037","1,055","1,110",15.96,53.33,8.33,30.00,0.00,13.33,45.00,"1,005","1,170","1,189","1,256",23.33,21.44,21.22,20.33
1404,0,-,900,957,962,"1,059",17.14,8.00,0.00,50.00,1.67,25.00,38.33,"1,009","1,076","1,085","1,196",22.76,21.98,21.87,20.31
1404,0,-,901,696,869,790,18.24,0.00,11.67,50.00,28.33,20.00,13.33,"1,010",767,968,881,21.44,24.44,21.89,22.44
1404,0,رایانش امن صنعتی اصفهان,908,"1,013",885,965,15.38,0.00,10.00,30.00,13.33,38.33,30.00,"1,021","1,145",993,"1,087",23.67,22.00,24.22,22.55
1404,0,شبکه‌های کامپیوتری فردوسی مشهد,916,"1,033",860,968,17.64,42.67,5.00,26.67,6.67,38.33,23.33,"1,030","1,166",957,"1,090",22.29,20.40,23.29,21.18
1404,0,-,921,953,972,851,17.10,0.00,-1.66,0.00,40.00,21.67,33.33,"1,035","1,072","1,098",954,21.00,20.00,20.22,21.45
1404,0,مردود,927,"1,150",894,"1,012",16.20,70.67,0.00,13.33,6.67,38.33,30.00,"1,041","1,301","1,006","1,141",23.49,20.27,24.04,21.93
1404,0,نرم افزار اصفهان نوبت دوم,929,865,875,876,15.82,58.67,0.00,36.67,21.67,30.00,18.33,"1,043",966,978,983,24.02,24.69,24.80,24.25
1404,0,-,939,791,958,917,17.59,28.00,-1.66,50.00,20.00,16.67,23.33,"1,057",881,"1,080","1,029",21.87,23.87,21.42,21.65
1404,0,نرم افزار تبریز (سهمیه شاگرد اولی),956,"1,143",973,"1,092",18.09,0.00,3.33,23.33,5.00,31.67,36.67,"1,076","1,294","1,099","1,235",20.67,18.00,20.33,18.56
1404,0,هوش مصنوعی بین المللی قزوین,979,909,"1,085",938,17.01,4.00,0.00,20.00,33.33,11.67,33.33,"1,102","1,021","1,221","1,053",20.82,21.38,19.38,20.82
1404,0,-,"1,000",941,"1,064",991,18.90,0.00,0.00,26.67,23.33,15.00,30.00,"1,123","1,059","1,199","1,115",19.22,19.56,18.22,18.78
1404,0,هوش مصنوعی خواجه نصیر مجازی,"1,013",893,"1,129","1,040",18.57,65.33,0.00,40.00,13.33,3.33,26.67,"1,139","1,000","1,271","1,171",20.13,21.69,18.58,19.24
1404,0,-,"1,041",992,"1,002","1,079",18.80,26.67,15.00,43.33,3.33,21.67,18.33,"1,174","1,119","1,130","1,220",19.44,19.89,19.67,18.44
1404,0,نرم افزار یزد,"1,045","1,112","1,281","1,157",17.42,65.33,0.00,10.00,15.00,0.00,41.67,"1,179","1,258","1,453","1,312",19.80,18.69,17.02,18.02
1404,0,-,"1,051",997,923,972,17.84,92.00,21.67,23.33,10.00,25.00,5.00,"1,185","1,125","1,040","1,094",20.47,20.69,21.80,20.80
1404,0,-,"1,059","1,331","1,048","1,169",17.00,4.00,-3.32,16.67,8.33,36.67,35.00,"1,154","1,514","1,182","1,328",20.38,17.27,20.49,18.60
1404,0,-,"1,069",976,"1,187","1,078",17.53,58.67,25.00,23.33,13.33,0.00,23.33,"1,204","1,096","1,341","1,219",19.24,20.13,17.69,18.58
1404,0,رایانش امن مالک اشتر نوبت دوم,"1,077","1,613","1,218","1,372",15.05,0.00,0.00,0.00,5.00,30.00,53.33,"1,212","1,847","1,378","1,558",21.22,16.00,19.67,18.00
1404,0,-,"1,079",986,990,"1,014",16.48,17.33,0.00,40.00,20.00,30.00,18.33,"1,214","1,111","1,116","1,143",21.38,22.15,22.15,21.49
1404,0,هوش مصنوعی دانشگاه آزاد واحد علوم تحقیقات تهران,"1,081",960,"1,189","1,097",19.00,96.00,16.67,26.67,8.33,-3.32,20.00,"1,216","1,079","1,343","1,240",18.51,19.74,16.96,17.74
1404,0,هوش مصنوعی گیلان-رشت نوبت دوم,"1,081",989,"1,117","1,098",19.00,96.00,16.67,26.67,8.33,-3.32,20.00,"1,216","1,115","1,259","1,241",18.51,19.74,16.96,17.74
1404,0,هوش مصنوعی تبریز نوبت دوم,"1,089",981,"1,061","1,130",18.33,53.33,13.33,50.00,0.00,16.67,16.67,"1,226","1,104","1,196","1,282",19.78,20.89,19.78,18.67
1404,0,قران کاوی شهید بهشتی,"1,094","1,181","1,097","1,144",17.42,4.00,0.00,23.33,13.33,28.33,30.00,"1,231","1,339","1,236","1,296",19.71,18.26,19.60,18.60
1404,0,نرم افزار صنعتی شیراز,"1,106","1,100","1,104","1,133",16.32,0.00,0.00,36.67,15.00,26.67,28.33,"1,243","1,243","1,244","1,285",20.78,20.56,20.67,19.89
1404,0,-,"1,110",967,"1,202","1,099",18.30,65.33,10.00,30.00,15.00,1.67,21.67,"1,249","1,087","1,360","1,242",18.80,20.25,17.47,18.36
1404,0,-,"1,116",968,"1,233","1,107",17.37,82.67,0.00,30.00,18.33,0.00,25.00,"1,257","1,088","1,298","1,253",19.84,21.40,18.18,19.40
1404,0,-,"1,121","1,275","1,092","1,181",17.68,14.67,15.00,16.67,6.67,28.33,25.00,"1,262","1,449","1,230","1,340",18.87,16.87,19.09,17.65
1404,0,-,"1,123",997,"1,117","1,057",17.32,0.00,1.67,36.67,23.33,20.00,21.67,"1,264","1,125","1,259","1,193",19.56,20.78,19.45,19.67
1404,0,-,"1,123",997,"1,117","1,057",17.32,0.00,1.67,36.67,23.33,20.00,21.67,"1,264","1,125","1,259","1,193",19.56,20.78,19.45,19.67
1404,0,-,"1,129","1,026","1,227","1,215",18.78,32.00,18.33,40.00,3.33,3.33,25.00,"1,271","1,158","1,388","1,382",17.91,18.91,16.46,16.46
1404,0,نرم افزار الزهرا,"1,149","1,119","1,101","1,132",19.69,45.33,0.00,26.67,10.00,21.67,18.33,"1,292","1,265","1,240","1,284",17.80,17.58,18.02,17.24
1404,0,هوش مصنوعی کاشان,"1,153","1,077","1,167","1,114",18.34,37.33,23.33,20.00,13.33,10.00,18.33,"1,296","1,215","1,320","1,261",17.82,18.15,17.26,17.49
1404,0,هوش مصنوعی کاشان,"1,158","1,462","1,106","1,265",17.50,4.00,25.00,6.67,1.67,31.67,26.67,"1,302","1,671","1,246","1,438",18.27,14.94,18.60,16.60
1404,0,-,"1,182","1,234","1,170","1,176",19.82,0.00,0.00,16.67,15.00,23.33,25.00,"1,331","1,404","1,323","1,335",16.56,15.44,16.44,15.89
1404,0,-,"1,184","1,128","1,182","1,240",18.11,0.00,10.00,40.00,6.67,20.00,23.33,"1,335","1,277","1,336","1,408",18.22,18.44,18.00,17.11
1404,0,هوش مصنوعی سمنان,"1,193","1,068","1,142","1,160",16.19,41.33,20.00,40.00,8.33,18.33,15.00,"1,345","1,205","1,292","1,316",20.09,21.09,20.31,19.64
1404,0,نرم افزار بین المللی خمینی قزوین,"1,193","1,277","1,081","1,160",17.29,33.33,13.33,16.67,10.00,31.67,16.67,"1,345","1,452","1,217","1,316",19.00,17.56,20.00,18.56
1404,0,هوش مصنوعی سمنان,"1,204","1,021","1,386","1,232",16.09,38.67,-1.66,40.00,18.33,0.00,31.67,"1,357","1,153","1,570","1,399",19.80,21.58,17.69,18.91
1404,0,هوش مصنوعی بوعلی سینا همدان نوبت دوم,"1,205","1,201","1,145","1,211",19.63,0.00,-1.66,30.00,10.00,26.67,21.67,"1,358","1,362","1,295","1,378",16.89,16.34,17.22,16.11
1404,0,-,"1,218","1,362","1,153","1,202",16.21,6.67,1.67,13.33,18.33,33.33,25.00,"1,378","1,550","1,306","1,365",19.44,17.67,20.00,19.00
1404,0,-,"1,248","1,021","1,195","1,176",16.80,53.33,0.00,50.00,13.33,16.67,13.33,"1,415","1,153","1,350","1,335",19.78,22.00,20.00,19.78
1404,0,هوش مصنوعی علم و فرهنگ تهران غیرانتفاعی,"1,250","1,157","1,493","1,254",17.23,69.33,5.00,10.00,21.67,-6.66,30.00,"1,418","1,308","1,694","1,423",17.62,18.18,15.18,17.07
1404,0,-,"1,256","1,323","1,256","1,315",17.62,78.67,10.00,16.67,5.00,15.00,20.00,"1,426","1,503","1,424","1,490",18.13,17.25,17.80,17.13
1404,0,معماری امیرکبیر,"1,263","1,237","1,297","1,292",18.93,30.67,18.33,20.00,8.33,10.00,20.00,"1,434","1,407","1,470","1,466",16.15,16.04,15.49,15.38
1404,0,هوش مصنوعی ازاد واحد علوم و تحقیقات,"1,266","1,111","1,310","1,204",17.00,10.67,-1.66,30.00,23.33,11.67,23.33,"1,437","1,257","1,487","1,368",17.71,18.93,16.93,17.71
1404,0,-,"1,267","1,025","1,063","1,102",19.37,16.00,8.33,46.67,15.00,28.33,0.00,"1,439","1,157","1,198","1,245",17.07,19.29,18.95,18.07
1404,0,-,"1,268","1,398","1,560","1,473",13.96,21.33,1.67,20.00,13.33,6.67,45.00,"1,440","1,593","1,766","1,671",20.31,19.09,17.76,18.20
1404,0,-,"1,275","1,138","1,417","1,274",17.19,0.00,0.00,30.00,21.67,6.67,30.00,"1,448","1,289","1,605","1,448",17.67,18.67,16.11,17.11
1404,0,شبکه‌های کامپیوتری خواجه نصیر مجازی,"1,277","1,221","1,364","1,289",17.00,26.67,8.33,20.00,15.00,8.33,25.00,"1,450","1,389","1,548","1,463",16.89,17.00,15.78,16.22
1404,0,-,"1,294","1,214","1,244","1,297",15.86,0.00,-1.66,40.00,15.00,25.00,23.33,"1,469","1,381","1,412","1,471",19.33,19.78,19.44,18.78
1404,0,-,"1,295","1,166","1,392","1,218",18.37,56.00,10.00,10.00,21.67,1.67,20.00,"1,470","1,321","1,577","1,385",16.40,17.07,15.18,16.51
1404,0,-,"1,300","1,520","1,497","1,471",17.34,56.00,16.67,0.00,5.00,5.00,33.33,"1,476","1,737","1,699","1,679",16.84,14.62,14.96,14.96
1404,0,هوش مصنوعی چمران اهواز,"1,303","1,218","1,283","1,283",17.00,0.00,0.00,36.67,15.00,21.67,23.33,"1,480","1,386","1,386","1,455",18.44,18.89,18.33,17.89
1404,0,هوش مصنوعی بین المللی قزوین,"1,306","1,259","1,419","1,311",18.73,44.00,3.33,13.33,16.67,5.00,25.00,"1,483","1,431","1,607","1,486",16.16,16.16,14.82,15.60
1404,0,هوش مصنوعی نوشیروانی بابل نوبت دوم,"1,318","1,151","1,377","1,276",17.56,58.67,8.33,26.67,15.00,5.00,18.33,"1,498","1,302","1,561","1,450",17.47,18.69,16.58,17.24
1404,0,-,"1,324","1,366","1,443","1,387",18.18,57.33,11.67,10.00,10.00,5.00,25.00,"1,505","1,557","1,632","1,574",16.38,15.71,15.04,15.38
1404,0,-,"1,332","1,466","1,628","1,427",17.69,28.00,13.33,-6.66,18.33,-3.32,36.67,"1,514","1,675","1,854","1,625",15.54,14.09,12.87,14.31
1404,0,-,"1,336","1,364","1,138","1,277",19.79,90.67,23.33,16.67,-3.32,25.00,0.00,"1,518","1,553","1,285","1,451",15.71,14.94,17.38,15.49
1404,0,-,"1,344","1,434","1,293","1,353",19.73,29.33,0.00,13.33,10.00,21.67,20.00,"1,528","1,640","1,465","1,538",15.40,14.18,15.51,14.73
1404,0,نرم افزار یزد,"1,351","1,731","1,228","1,401",17.88,0.00,0.00,0.00,11.67,38.33,25.00,"1,535","1,981","1,389","1,590",16.67,13.22,17.56,15.78
